date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:39:01	18284/18284	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202019%2021:38:55%20GMT	http://evaluationhub.nz/tools-and-resources/	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/tools-and-resources/index.html	(from http://evaluationhub.nz/)
09:39:02	4082/4082	---M--	200	added ('OK')	image/png	etag:%22ff2-58e8839c1bd33%22	http://evaluationhub.nz/evaluationhub/img/question_home@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/question_home@2x.png	(from http://evaluationhub.nz/)
09:39:02	14470/14470	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202019%2021:38:56%20GMT	http://evaluationhub.nz/champions-programme/get-help-from-a-champion	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/champions-programme/get-help-from-a-champion.html	(from http://evaluationhub.nz/)
09:39:03	17142/17142	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202019%2021:38:58%20GMT	http://evaluationhub.nz/evaluative-thinking	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluative-thinking.html	(from http://evaluationhub.nz/)
09:39:04	22809/22809	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202019%2021:38:59%20GMT	http://evaluationhub.nz/theory-of-change	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/theory-of-change.html	(from http://evaluationhub.nz/)
09:39:05	22540/22540	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202019%2021:39:00%20GMT	http://evaluationhub.nz/commissioning-process	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/commissioning-process.html	(from http://evaluationhub.nz/)
09:39:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Aug%202019%2021:39:01%20GMT	http://evaluationhub.nz/become-a-champion	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/become-a-champion	(from http://evaluationhub.nz/)
09:39:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Aug%202019%2021:39:02%20GMT	http://evaluationhub.nz/contact-us	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/contact-us	(from http://evaluationhub.nz/)
09:39:08	12342/12342	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202019%2021:39:03%20GMT	http://evaluationhub.nz/footer-holder/contact-us/	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/footer-holder/contact-us/index.html	(from http://evaluationhub.nz/)
09:39:09	11909/11909	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202019%2021:39:03%20GMT	http://evaluationhub.nz/footer-holder/about-the-site/	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/footer-holder/about-the-site/index.html	(from http://evaluationhub.nz/)
09:39:10	11876/11876	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202019%2021:39:05%20GMT	http://evaluationhub.nz/footer-holder/privacy/	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/footer-holder/privacy/index.html	(from http://evaluationhub.nz/)
09:39:11	1459/1459	---MC-	200	added ('OK')	application/javascript	etag:%225b3-58cd1e935ed6b-gzip%22	http://evaluationhub.nz/resources/themes/watea/dist/js/main.js?m=1562208074	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/resources/themes/watea/dist/js/maina5b7.js	(from http://evaluationhub.nz/)
09:39:13	11899/11899	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202019%2021:39:07%20GMT	http://evaluationhub.nz/footer-holder/terms-of-use/	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/footer-holder/terms-of-use/index.html	(from http://evaluationhub.nz/)
09:39:22	86927/86927	---MC-	200	added ('OK')	application/javascript	etag:W/%225a637bd4-1538f%22	http://code.jquery.com/jquery-3.3.1.min.js	C:/My%20Web%20Sites/Abdulproof/code.jquery.com/jquery-3.3.1.min.js	(from http://evaluationhub.nz/)
09:39:22	84897/84897	---MC-	200	added ('OK')	application/javascript	etag:%2214ba1-58cd1e9333dee-gzip%22	http://evaluationhub.nz/resources/themes/starter/dist/js/main.js?m=1562208072	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/resources/themes/starter/dist/js/main7b20.js	(from http://evaluationhub.nz/)
09:39:23	22084/22084	---M-Z	200	added ('OK')	text/css	etag:%221544639719%22	https://netdna.bootstrapcdn.com/font-awesome/3.2.1/css/font-awesome.min.css	C:/My%20Web%20Sites/Abdulproof/netdna.bootstrapcdn.com/font-awesome/3.2.1/css/font-awesome.min.css	(from http://evaluationhub.nz/evaluative-thinking/)
09:39:24	2676/2676	---MC-	200	added ('OK')	text/css	etag:%22a74-587f3631577d6-gzip%22	http://evaluationhub.nz/resources/vendor/silverstripe/comments/css/comments.css?m=1555493060	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/resources/vendor/silverstripe/comments/css/commentsae27.css	(from http://evaluationhub.nz/evaluative-thinking/)
09:39:56	266638/266638	---M--	200	added ('OK')	image/png	etag:%224118e-58cd1e92f2711%22	http://evaluationhub.nz/evaluationhub/img/Image%201.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/Image%201.png	(from http://evaluationhub.nz/evaluationhub/my.css?m=1564090619)
09:40:01	27049/27049	---M--	200	added ('OK')	image/png	etag:%2269a9-58ef18dbadf15%22	http://evaluationhub.nz/evaluationhub/img/screenshot_logic_model_app.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/screenshot_logic_model_app.png	(from http://evaluationhub.nz/evaluative-thinking/)
09:40:03	256651/256651	---M--	200	added ('OK')	image/png	etag:%223ea8b-58cd1e92f2711%22	http://evaluationhub.nz/evaluationhub/img/Image%203.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/Image%203.png	(from http://evaluationhub.nz/evaluationhub/my.css?m=1564090619)
09:40:07	39002/39002	---M--	200	added ('OK')	image/png	etag:%22985a-58dff72f4a996%22	http://evaluationhub.nz/assets/Image-14.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/assets/Image-14.png	(from http://evaluationhub.nz/evaluative-thinking/)
09:40:15	323227/323227	---M--	200	added ('OK')	image/png	etag:%224ee9b-58f7ac2628bb1%22	http://evaluationhub.nz/evaluationhub/img/bookmark_questions.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/bookmark_questions.png	(from http://evaluationhub.nz/evaluative-thinking/)
09:40:16	72623/72623	---M--	200	added ('OK')	application/pdf	etag:%2211baf-58f52b7c57c39%22	http://evaluationhub.nz/evaluationhub/Theory%20of%20Change%20FAQs%20FINAL%20with%20MOE%20Logo.pdf	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/Theory%20of%20Change%20FAQs%20FINAL%20with%20MOE%20Logo.pdf	(from http://evaluationhub.nz/theory-of-change/)
09:40:27	72770/72770	---M--	200	added ('OK')	image/png	etag:%2211c42-58dff72f4c8d6%22	http://evaluationhub.nz/assets/Uploads/Image-15.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/assets/Uploads/Image-15.png	(from http://evaluationhub.nz/theory-of-change/)
09:40:29	8332/8332	---M--	200	added ('OK')	image/png	etag:%22208c-58e8839c055d4%22	http://evaluationhub.nz/evaluationhub/img/becomming_champion/checklist@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/becomming_champion/checklist@2x.png	(from http://evaluationhub.nz/commissioning-process/)
09:40:31	7150/7150	---M--	200	added ('OK')	image/png	etag:%221bee-58e8839c19df3%22	http://evaluationhub.nz/evaluationhub/img/commissioning_template/avoid_dup@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/commissioning_template/avoid_dup@2x.png	(from http://evaluationhub.nz/commissioning-process/)
09:40:32	589276/589276	---M--	200	added ('OK')	image/png	etag:%228fddc-58cd1e92f36b1%22	http://evaluationhub.nz/evaluationhub/img/Image%205.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/Image%205.png	(from http://evaluationhub.nz/)
09:40:33	11252/11252	---M--	200	added ('OK')	image/png	etag:%222bf4-58e8839c18e53%22	http://evaluationhub.nz/evaluationhub/img/commissioning_template/automate@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/commissioning_template/automate@2x.png	(from http://evaluationhub.nz/commissioning-process/)
09:40:42	60096/60096	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22eac0-58e8839bf7b15%22	http://evaluationhub.nz/evaluationhub/2019%2006%20MOE%20Commissioning%20Template%20A4.docx	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/2019%2006%20MOE%20Commissioning%20Template%20A4.docx	(from http://evaluationhub.nz/commissioning-process/)
09:40:43	223787/223787	---M--	200	added ('OK')	application/pdf	etag:%2236a2b-58edbbbfd930f%22	http://evaluationhub.nz/evaluationhub/PRA%20Plausible%20Theory%20of%20Change%20Final.pdf	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/PRA%20Plausible%20Theory%20of%20Change%20Final.pdf	(from http://evaluationhub.nz/theory-of-change/)
09:40:46	89357/89357	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%2215d0d-58e8839bfd8d5%22	http://evaluationhub.nz/evaluationhub/MOE%20Analytics%20and%20Insights%20Commissioning%20Template%20FINAL.docx	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/MOE%20Analytics%20and%20Insights%20Commissioning%20Template%20FINAL.docx	(from http://evaluationhub.nz/commissioning-process/)
09:40:48	12862/12862	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Aug%202019%2021:40:39%20GMT	http://evaluationhub.nz/RUFDATA.pdf	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/RUFDATA.pdf	(from http://evaluationhub.nz/commissioning-process/)
09:40:51	12906/12906	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Aug%202019%2021:40:46%20GMT	http://evaluationhub.nz/Evaluation%20Plan%20Template.docx	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/Evaluation%20Plan%20Template.28.delayed	(from http://evaluationhub.nz/commissioning-process/)
09:41:10	147866/147866	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%222419a-58e8839bff814%22	http://evaluationhub.nz/evaluationhub/Scoping%20Evaluation%20Cheat%20Sheet.docx	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/Scoping%20Evaluation%20Cheat%20Sheet.docx	(from http://evaluationhub.nz/commissioning-process/)
09:41:13	116435/116435	---M--	200	added ('OK')	application/pdf	etag:%221c6d3-58f528d43d79f%22	http://evaluationhub.nz/evaluationhub/Scoping%20Evaluation%20Cheat%20Sheet.pdf	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/Scoping%20Evaluation%20Cheat%20Sheet.pdf	(from http://evaluationhub.nz/commissioning-process/)
09:41:22	523338/523338	---M--	200	added ('OK')	image/png	etag:%227fc4a-58dff72f60155%22	http://evaluationhub.nz/assets/Uploads/Screen-Shot-2019-07-17-at-4.21.34-PM.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/assets/Uploads/Screen-Shot-2019-07-17-at-4.21.34-PM.png	(from http://evaluationhub.nz/theory-of-change/)
09:41:23	80676/80676	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%2213b24-58e8839bf8ab5%22	http://evaluationhub.nz/evaluationhub/Evaluation%20Plan%20Template.docx	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/Evaluation%20Plan%20Template.docx	(from http://evaluationhub.nz/commissioning-process/)
09:41:48	377800/377800	---M--	200	added ('OK')	application/pdf	etag:%225c3c8-58e8839bfc935%22	http://evaluationhub.nz/evaluationhub/Evaluation%20Report%20Assessment%20Tool%20October%202018%20%20FINAL.pdf	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/Evaluation%20Report%20Assessment%20Tool%20October%202018%20%20FINAL.pdf	(from http://evaluationhub.nz/commissioning-process/)
09:42:34	281688/281688	---M--	200	added ('OK')	image/png	etag:%2244c58-58dff72f94d13%22	http://evaluationhub.nz/evaluationhub/img/Image%207.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/Image%207.png	(from http://evaluationhub.nz/champions-programme/)
09:42:52	110688/110688	---M--	200	added ('OK')	image/png	etag:%221b060-58dff72f94d13%22	http://evaluationhub.nz/evaluationhub/img/Image%208.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/Image%208.png	(from http://evaluationhub.nz/champions-programme/)
09:43:00	589276/589276	---M--	200	added ('OK')	image/png	etag:%228fddc-58dff72f5d275%22	http://evaluationhub.nz/assets/Uploads/Image-5.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/assets/Uploads/Image-5.png	(from http://evaluationhub.nz/champions-programme/)
09:43:02	8768/8768	---M--	200	added ('OK')	image/png	etag:%222240-58e8839c120f4%22	http://evaluationhub.nz/evaluationhub/img/becomming_champion/leadership@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/becomming_champion/leadership@2x.png	(from http://evaluationhub.nz/champions-programme/become-a-champion/)
09:43:03	4927/4927	---M--	200	added ('OK')	image/png	etag:%22133f-58e8839c15f73%22	http://evaluationhub.nz/evaluationhub/img/becomming_champion/signs@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/becomming_champion/signs@2x.png	(from http://evaluationhub.nz/champions-programme/become-a-champion/)
09:43:05	10346/10346	---M--	200	added ('OK')	image/png	etag:%22286a-58e8839c06574%22	http://evaluationhub.nz/evaluationhub/img/becomming_champion/conv2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/becomming_champion/conv2x.png	(from http://evaluationhub.nz/champions-programme/become-a-champion/)
09:43:07	9874/9874	---M--	200	added ('OK')	image/png	etag:%222692-58e8839c0f214%22	http://evaluationhub.nz/evaluationhub/img/becomming_champion/hands@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/becomming_champion/hands@2x.png	(from http://evaluationhub.nz/champions-programme/become-a-champion/)
09:43:09	9026/9026	---M--	200	added ('OK')	image/png	etag:%222342-58e8839c0d2d4%22	http://evaluationhub.nz/evaluationhub/img/becomming_champion/going_up@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/becomming_champion/going_up@2x.png	(from http://evaluationhub.nz/champions-programme/become-a-champion/)
09:43:12	17834/17834	---M--	200	added ('OK')	image/png	etag:%2245aa-58e8839c14033%22	http://evaluationhub.nz/evaluationhub/img/becomming_champion/people@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/becomming_champion/people@2x.png	(from http://evaluationhub.nz/champions-programme/become-a-champion/)
09:43:15	13660/13660	---M--	200	added ('OK')	image/png	etag:%22355c-58e8839c0a3f4%22	http://evaluationhub.nz/evaluationhub/img/becomming_champion/conversation@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/becomming_champion/conversation@2x.png	(from http://evaluationhub.nz/champions-programme/become-a-champion/)
09:43:38	947405/947405	---M--	200	added ('OK')	application/pdf	etag:%22e74cd-58e8839bfa9f5%22	http://evaluationhub.nz/evaluationhub/Evaluation%20Report%20Assessment%20Tool%20-%20A%20Practical%20Guide%20December%202018.pdf	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/Evaluation%20Report%20Assessment%20Tool%20-%20A%20Practical%20Guide%20December%202018.pdf	(from http://evaluationhub.nz/commissioning-process/)
09:45:34	710734/710734	---M--	200	added ('OK')	image/png	etag:%22ad84e-58e89fa01184c%22	http://evaluationhub.nz/evaluationhub/img/Image%209.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/Image%209.png	(from http://evaluationhub.nz/champions-programme/get-help-from-a-champion/)
09:45:36	10547/10547	---M--	200	added ('OK')	image/png	etag:%222933-58e89fa01472c%22	http://evaluationhub.nz/evaluationhub/img/becomming_champion/hiring@2x.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/becomming_champion/hiring@2x.png	(from http://evaluationhub.nz/champions-programme/get-help-from-a-champion/)
09:47:21	2240383/2240383	---M--	200	added ('OK')	application/pdf	etag:%22222f7f-58f528d43c7ff%22	http://evaluationhub.nz/evaluationhub/5%20Essentials%20for%20Effective%20Evaluation.pdf	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/5%20Essentials%20for%20Effective%20Evaluation.pdf	(from http://evaluationhub.nz/commissioning-process/)
09:47:36	1607112/1607112	---M--	200	added ('OK')	image/jpeg	etag:%221885c8-58e89fa01e36c%22	http://evaluationhub.nz/evaluationhub/img/training_champion.jpg	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/training_champion.jpg	(from http://evaluationhub.nz/champions-programme/become-a-champion/)
09:49:06	556009/556009	---M--	200	added ('OK')	image/png	etag:%2287be9-58e89fa01666c%22	http://evaluationhub.nz/evaluationhub/img/evaluation_strategy.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/evaluation_strategy.png	(from http://evaluationhub.nz/about-us/)
09:49:54	1699911/1699911	---M--	200	added ('OK')	image/png	etag:%2219f047-58e89fa01954c%22	http://evaluationhub.nz/evaluationhub/img/team_photo.png	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/team_photo.png	(from http://evaluationhub.nz/about-us/)
09:50:05	1156971/1156971	---M--	200	added ('OK')	application/pdf	etag:%2211a76b-58e89fa0108ac%22	http://evaluationhub.nz/evaluationhub/A3%20Infographic_Eval%20and%20Monitoring%20Strategy_01_v7.pdf	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/A3%20Infographic_Eval%20and%20Monitoring%20Strategy_01_v7.pdf	(from http://evaluationhub.nz/about-us/)
09:53:09	7365895/7365895	---M--	200	added ('OK')	image/jpeg	etag:%22706507-58eee3d932245%22	http://evaluationhub.nz/evaluationhub/img/becomming_champion/main_image.jpg	C:/My%20Web%20Sites/Abdulproof/evaluationhub.nz/evaluationhub/img/becomming_champion/main_image.jpg	(from http://evaluationhub.nz/champions-programme/become-a-champion/)
